uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals
a8aff48c-1350-11df-a1f1-0026b9348838,,"OBSTETRIC ULTRASOUND","A pregnancy ultrasound is an imaging test that uses sound waves to see how a fetus is developing in the womb. It is also used to check the female pelvic organs during pregnancy.",Procedure,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838,,,,,,,,,,,,
a896464a-1350-11df-a1f1-0026b9348838,,"ASCITES","An abnormal accumulation of serous fluid in the abdominal cavity.",Finding,N/A,,,local: 581;MCL/CIEL: 148346,,,,,,,,,,
a8a66ca0-1350-11df-a1f1-0026b9348838,,"MASS, ABDOMINAL","Finding of an abdominal mass upon physical examination.",Symptom/Finding,N/A,,,local: 5103;MCL/CIEL: 5103,,,,,,,,,,
a8981af6-1350-11df-a1f1-0026b9348838,,"ULTRASOUND, ABDOMEN","Ultrasound examination of the abdomen.",Test,Coded,a899e7b4-1350-11df-a1f1-0026b9348838;a899e890-1350-11df-a1f1-0026b9348838;a896464a-1350-11df-a1f1-0026b9348838;a8aaf3e2-1350-11df-a1f1-0026b9348838;a8a66ca0-1350-11df-a1f1-0026b9348838,,MCL/CIEL: 845,,,,,,,,,,
e83f4f97-91eb-4858-89d8-371535c5c131,,"ULTRASOUND","image of a patient taken with an ultrasound scanner",Test,N/A,,72178bbe-a3d2-41ca-a634-3324b71d9bc6;a8982104-1350-11df-a1f1-0026b9348838;a8aff48c-1350-11df-a1f1-0026b9348838;a8981af6-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
0aa868df-4cf0-4532-8173-2a862345beda,,"DEBRIDEMENT","Debridement is the medical removal of dead, damaged, or infected tissue to improve the healing potential of the remaining healthy tissue.",Procedure,N/A,,,,,,,,,,,,,
fb13a6af-2eac-4902-a068-9ca1aa23cbd3,,"BLOOD PRESSURE","Blood pressure (BP) is a force exerted by circulating blood on the walls of blood vessels, and is one of the principal vital signs. During each heartbeat, BP varies between a maximum (systolic) and a minimum (diastolic) pressure. ",Test,N/A,,a8a65d5a-1350-11df-a1f1-0026b9348838;a8a65e36-1350-11df-a1f1-0026b9348838,,,,,,,,,,,
a898f052-1350-11df-a1f1-0026b9348838,,"HEMATOCRIT","Percent of whole blood that is composed of red blood cells.",Test,Numeric,,,local: 1015;MCL/CIEL: 1015,250.0,,50.3,0.0,21.0,36.1,%,,True,
a8908a16-1350-11df-a1f1-0026b9348838,,"HEMOGLOBIN","The iron-containing respiratory pigment in red blood cells of vertebrates, consisting of about 6 percent heme and 94 percent globin.",Test,Numeric,,,local: 21;MCL/CIEL: 21,50.0,,18.0,0.0,7.0,11.0,g/dL,,True,
a898f2e6-1350-11df-a1f1-0026b9348838,,"MEAN CELL HEMOGLOBIN CONCENTRATION","Average concentration of hemoglobin in a given volume of blood.",Test,Numeric,,,MCL/CIEL: 1017;local: 1017,100.0,,37.0,0.0,,33.0,g/dL,,True,
a898f426-1350-11df-a1f1-0026b9348838,,"MEAN CORPUSCULAR HEMOGLOBIN","A calculation of the amount of oxygen-carrying hemoglobin inside RBCs. Since macrocytic RBCs are larger than either normal or microcytic RBCs, they would also tend to have higher MCH values.",Test,Numeric,,,local: 1018;MCL/CIEL: 1018,100.0,,34.0,0.0,,26.0,pg,,True,
a898201e-1350-11df-a1f1-0026b9348838,,"MEAN CORPUSCULAR VOLUME","The volume of the average red blood cell in a given blood sample that is found by multiplying the hematocrit by 10 and dividing by the estimated number of red blood cells .",Test,Numeric,,,local: 851;MCL/CIEL: 851,500.0,,100.0,0.0,,80.0,fL,,True,
a8970954-1350-11df-a1f1-0026b9348838,,"PLATELETS","Minute, nonnucleated, disklike cytoplasmic bodies found in the blood plasma of mammals, derived from a megakaryocyte and function to promote blood clotting.",Test,Numeric,,,local: 729;MCL/CIEL: 729,1500.0,,450.0,0.0,50.0,150.0,10^3/µL,,True,
a896df7e-1350-11df-a1f1-0026b9348838,,"RED BLOOD CELLS COUNT","Blood test to measure the number of red blood cells.",Test,Numeric,,,MCL/CIEL: 679;local: 679,100.0,,5.7,0.0,2.4,4.0,10^6/µL,,True,
a898f19c-1350-11df-a1f1-0026b9348838,,"RED CELL DISTRIBUTION WIDTH","Measurement of the amount that red blood cells vary in size",Test,Numeric,,,,50.0,,20.0,0.0,,10.0,%,,True,
a896dea2-1350-11df-a1f1-0026b9348838,,"SERUM WHITE BLOOD CELLS COUNT","Blood test to measure the number of white blood cells.",Test,Numeric,,,local: 678;MCL/CIEL: 678,500.0,,10.5,0.0,,4.5,10^3/µL,,True,
a898f7a0-1350-11df-a1f1-0026b9348838,,"NEUTROPHILS PERCENTAGE, AUTOMATED","Type of white blood cell which forms an early line of defence against bacterial infections",Test,Numeric,,,,100.0,,80.0,0.0,,50.0,%,,True,
a898f958-1350-11df-a1f1-0026b9348838,,"EOSINOPHILS PERCENTAGE, AUTOMATED","A type of white blood cell found in vertebrate blood, containing cytoplasmic granules that are easily stained by eosin or other acid dyes.",Test,Numeric,,,,100.0,,5.0,0.0,,0.0,%,,True,
a898fa3e-1350-11df-a1f1-0026b9348838,,"BASOPHILS PERCENTAGE, AUTOMATED","Type of leukocyte, with coarse granules that stain blue when exposed to a basic dye. Basophils normally constitute 1% or less of the total white blood cell count but may increase or decrease in certain diseases.",Test,Numeric,,,,100.0,,2.0,0.0,,0.0,%,,True,
a898f6c4-1350-11df-a1f1-0026b9348838,,"LYMPHOCYTES PERCENTAGE, AUTOMATED","Agranulocytic leukocyte that normally makes up about 25% of the total white blood cell count but increases in the presence of infection.",Test,Numeric,,,,100.0,,50.0,0.0,,25.0,%,,True,
a898f886-1350-11df-a1f1-0026b9348838,,"MONOCYTES PERCENTAGE, AUTOMATED","Large, circulating, phagocytic white blood cells, having a single well-defined nucleus and very fine granulation in the cytoplasm. Monocytes constitute from 3 to 8 percent of the white blood cells in humans.",Test,Numeric,,,,100.0,,10.0,0.0,,2.0,%,,True,
a89c3fdc-1350-11df-a1f1-0026b9348838,,"MEAN PLATELET VOLUME","Mean platelet volume (MPV) is a machine-calculated measurement of the average size of your platelets. New platelets are larger, and an increased MPV occurs when increased numbers of platelets are being produced. MPV gives your doctor information about platelet production in your bone marrow.",Test,Numeric,,,local: 1307;MCL/CIEL: 1307,50.0,,10.4,0.0,,7.4,fL,,True,
a89c409a-1350-11df-a1f1-0026b9348838,,"PLATELETCRIT","A measurement derived from the platelet count and the mean platelet volume.",Test,Numeric,,,,10.0,,0.5,0.0,,0.2,%,,True,
a89c4162-1350-11df-a1f1-0026b9348838,,"PLATELET DISTRIBUTION WIDTH","Derived from direct flow cytometric measurement of platelet cell volume, it is increased in the presence of platelet anisocytosis.",Test,Numeric,,,,50.0,,18.0,0.0,,8.0,%,,True,
a898b20e-1350-11df-a1f1-0026b9348838,,"ABSOLUTE LYMPHOCYTE COUNT, AUTOMATED","Total lymphocyte count in blood.",Test,Numeric,,,MCL/CIEL: 952;local: 952,500.0,,5.0,0.0,,1.0,10^3/µL,,True,
a89c5224-1350-11df-a1f1-0026b9348838,,"ABSOLUTE NEUTROPHIL COUNT, AUTOMATED","Absolute neutrophil count (ANC) is a measure of the number of neutrophil granulocytes (also known as polymorphonuclear cells, PMN's, polys, granulocytes, segmented neutrophils or segs) present in the blood. Neutrophils are a type of white blood cell that fights against infection.\n\nANC = (%neutrophils + %bands) x WBC",Test,Numeric,,,,500.0,,8.0,0.0,,2.0,10^3/µL,,True,
a89c52ec-1350-11df-a1f1-0026b9348838,,"ABSOLUTE MONOCYTE COUNT, AUTOMATED","A monocyte count is part of a complete blood count and is expressed by absolute numbers.  Increase a monocyte count include: - chronic inflammation - stress response - hyperadrenocorticism - immune mediated disease - pyogranulomatous disease - necrosis - red cell regeneration.",Test,Numeric,,,local: 1331;MCL/CIEL: 1331,500.0,,1.0,0.0,,0.1,10^3/µL,,True,
a89c58f0-1350-11df-a1f1-0026b9348838,,"ABSOLUTE EOSINOPHIL COUNT, AUTOMATED","Eosinophil granulocytes, commonly referred to as eosinophils (or less commonly as acidophils), are white blood cells that are responsible for combating infection by parasites in the body.",Test,Numeric,,,,500.0,,0.4,0.0,,0.0,10^3/µL,,True,
a89c59c2-1350-11df-a1f1-0026b9348838,,"ABSOLUTE BASOPHIL COUNT, AUTOMATED","Basophils are the least common of the granulocytes, representing about 0.5% to 1% of circulating leukocytes. ",Test,Numeric,,,,500.0,,0.2,0.0,,0.0,10^3/µL,,True,
a89c4fcc-1350-11df-a1f1-0026b9348838,,"RETICULOCYTES PERCENTAGE, MICROSCOPIC EXAM","Help determine if the bone marrow is responding adequately to the body?s need for RBCs and to help determine the cause of and classify different types of anemia.\n\nReticulocyte (%) = [Number of Reticulocytes / Number of Red Blood Cells] X 100",Test,Numeric,,,,100.0,,,0.0,,,%,,True,
a898f50c-1350-11df-a1f1-0026b9348838,,"COMPLETE BLOOD COUNT","A broad screening test to check for such disorders as anemia, infection, and many other diseases. Includes white blood cell count, red blood cell count, hemoglobin, hematocrit, indices (MCV, MCH, MCHC, RDW), and often includes platelet count.",LabSet,N/A,,a898f052-1350-11df-a1f1-0026b9348838;a8908a16-1350-11df-a1f1-0026b9348838;a898f2e6-1350-11df-a1f1-0026b9348838;a898f426-1350-11df-a1f1-0026b9348838;a898201e-1350-11df-a1f1-0026b9348838;a8970954-1350-11df-a1f1-0026b9348838;a896df7e-1350-11df-a1f1-0026b9348838;a898f19c-1350-11df-a1f1-0026b9348838;a896dea2-1350-11df-a1f1-0026b9348838;a898f7a0-1350-11df-a1f1-0026b9348838;a898f958-1350-11df-a1f1-0026b9348838;a898fa3e-1350-11df-a1f1-0026b9348838;a898f6c4-1350-11df-a1f1-0026b9348838;a898f886-1350-11df-a1f1-0026b9348838;a89c3fdc-1350-11df-a1f1-0026b9348838;a89c409a-1350-11df-a1f1-0026b9348838;a89c4162-1350-11df-a1f1-0026b9348838;a898b20e-1350-11df-a1f1-0026b9348838;a89c5224-1350-11df-a1f1-0026b9348838;a89c52ec-1350-11df-a1f1-0026b9348838;a89c58f0-1350-11df-a1f1-0026b9348838;a89c59c2-1350-11df-a1f1-0026b9348838;a89c4fcc-1350-11df-a1f1-0026b9348838,local: 1019;MCL/CIEL: 1019,,,,,,,,,,
a896ca48-1350-11df-a1f1-0026b9348838,,"SERUM GLUTAMIC-PYRUVIC TRANSAMINASE","Liver function test, which usually is used to detect liver injury.",Test,Numeric,,,local: 654;MCL/CIEL: 654,3500.0,220.0,46.0,0.0,,0.0,U/L,,True,
a896c8ae-1350-11df-a1f1-0026b9348838,,"SERUM GLUTAMIC-OXALOACETIC TRANSAMINASE","Liver function test, which usually is used to detect liver injury.",Test,Numeric,,,MCL/CIEL: 653;local: 653,3500.0,,89.0,0.0,,0.0,U/L,,True,
a897e018-1350-11df-a1f1-0026b9348838,,"SERUM ALKALINE PHOSPHATASE","Any of the phosphatases (as phosphomonoesterase from blood plasma or milk) optimally active in alkaline medium and occurring in especially high concentrations in bone, the liver, the kidneys, and the placenta.",Test,Numeric,,,local: 785;MCL/CIEL: 785,6000.0,541.0,390.0,0.0,,0.0,U/L,,True,
a89c3834-1350-11df-a1f1-0026b9348838,,"SERUM DIRECT BILIRUBIN","Bilirubin is a breakdown product of hemoglobin. Total and direct bilirubin are usually measured to screen for or to monitor liver or gall bladder dysfunction.",Test,Numeric,,,local: 1297;MCL/CIEL: 1297,2150.0,,3.4,0.0,,0.0,µmol/L,,True,
a896cb2e-1350-11df-a1f1-0026b9348838,,"SERUM TOTAL BILIRUBIN","Bilirubin level assay from blood",Test,Numeric,,,local: 655;MCL/CIEL: 655,2150.0,127.5,17.1,0.0,,0.0,µmol/L,,True,
a896ff54-1350-11df-a1f1-0026b9348838,,"SERUM TOTAL PROTEIN","Any of numerous naturally occurring extremely complex substances (as an enzyme or antibody) that consist of amino acid residues joined by peptide bonds that are essential constituents of all living cells.",Test,Numeric,,,MCL/CIEL: 717;local: 717,750.0,,80.0,0.0,,60.0,g/L,,True,
a898b2ea-1350-11df-a1f1-0026b9348838,,"LIVER FUNCTION TESTS","Laboratory set of tests of liver function.",LabSet,N/A,,a896ca48-1350-11df-a1f1-0026b9348838;a896c8ae-1350-11df-a1f1-0026b9348838;a897e018-1350-11df-a1f1-0026b9348838;a89c3834-1350-11df-a1f1-0026b9348838;a896cb2e-1350-11df-a1f1-0026b9348838;a896ff54-1350-11df-a1f1-0026b9348838,MCL/CIEL: 953,,,,,,,,,,
a89c4220-1350-11df-a1f1-0026b9348838,,"CD3%, BY FACS","Flow cytometry scanning analysis of T-cell population, percent of total lymphocytes.  Percentage of t-cells which express the CD3 surface receptor.",Test,Numeric,,,local: 1310;MCL/CIEL: 1310,100.0,,,0.0,,,%,,True,
a898fcd2-1350-11df-a1f1-0026b9348838,,"CD3, BY FACS","Flow cytometry scanning count of T-cell population.  Count of t-cells which express the CD3 surface receptor.",Test,Numeric,,,local: 1028;MCL/CIEL: 1028,,,,0.0,,,cells/µL,,True,
a89821e0-1350-11df-a1f1-0026b9348838,,"CD8, BY FACS","Flow cytometry scanning count of T-cell population, suppressor subset (CD8 positive).  Measure of CD8 (T-Suppressor or killer cells) in blood.",Test,Numeric,,,local: 853;MCL/CIEL: 853,,,,0.0,,,cells/µL,,False,
a898fbf6-1350-11df-a1f1-0026b9348838,,"CD8%, BY FACS","Flow cytometry scanning analysis of T-cell population, suppressor cell subset (CD8 positive), percent of total lymphocytes.  Percentage of T-Suppresor (killer) lymphocytes",Test,Numeric,,,MCL/CIEL: 1027;local: 1027,100.0,,,0.0,,,%,,False,
a89c4914-1350-11df-a1f1-0026b9348838,,"LYMPHOCYTE COUNT, BY FACS","Flow cytometry scanning analysis of total lymphocyte population.  Immunology Test - CD45 plus lymphocyte count.",Test,Numeric,,,local: 1319;MCL/CIEL: 1319,,,,0.0,,,cells/µL,,True,
a89822bc-1350-11df-a1f1-0026b9348838,,"CD4/CD8 RATIO, BY FACS","Flow cytometry scanning analysis.  Measure of the ratio of CD4 cells to CD8 cells in the blood.",Test,Numeric,,,MCL/CIEL: 854;local: 854,,,,0.0,,,,,True,
a896cce6-1350-11df-a1f1-0026b9348838,,"CD4 PANEL","Breakdown of lymphocytes by surface receptors, including counts, percentiles and ratios.",LabSet,N/A,,a89c4220-1350-11df-a1f1-0026b9348838;a8970a26-1350-11df-a1f1-0026b9348838;a898fcd2-1350-11df-a1f1-0026b9348838;a89821e0-1350-11df-a1f1-0026b9348838;a8a8bb18-1350-11df-a1f1-0026b9348838;a898fbf6-1350-11df-a1f1-0026b9348838;a89c4914-1350-11df-a1f1-0026b9348838;a89822bc-1350-11df-a1f1-0026b9348838,MCL/CIEL: 657,,,,,,,,,,
5c439bb4-4b25-4e3a-8e03-ce1c8f9c1f52,,"HEMOGLOBIN F","Test for quantifying the percent of fetal hemoglobin present. Fetal hemoglobin concentration is usually between 5% to 15% of the total hemoglobin in the high F or delta/beta-type of thalassemia minor. In beta-thalassemia major, fetal hemoglobin may be 30% to 90% or even more of the total hemoglobin.",Test,Numeric,,,,100.0,,,0.0,,,%,,True,
bc67ddf5-9aef-435e-8f03-7f817e4b98a6,,"HEMOGLOBIN A","Test for quantifying the percent of hemoglobin a present. This is the most common type of hemoglobin found normally in adults. Some diseases, such as severe forms of thalassemia, may cause hemoglobin A levels to be low and hemoglobin F levels to be high.",Test,Numeric,,,,100.0,,,0.0,,,%,,True,
c66b2f4c-87af-4de5-93a9-209141f167e4,,"HEMOGLOBIN A2","Test for quantifying the percent of hemoglobin a2 present.  This is a normal type of hemoglobin found in small amounts in adults.",Test,Numeric,,,,100.0,,,0.0,,,%,,True,
14b96fb0-83ac-420d-8295-b72e0331f4e2,,"HEMOGLOBIN S","This is the sickled HB that describes the sickle cell disease or sickle cell trait (carrier) depending on its percentage in circulation.",Test,Numeric,,,,100.0,,,0.0,,,%,,True,
f464720e-9f71-4143-b974-4f4151656504,,"AA","Dominant presence of (Hemoglobin A) HgBA",Finding,N/A,,,,,,,,,,,,,
ce5e1a2b-1ec8-4746-9041-025ac152c296,,"AS","Presence of HgBA and HgB S but HgB A is dominant.",Finding,N/A,,,,,,,,,,,,,
a0923828-fa8d-404e-9920-ea316eee86d2,,"SS","Dominant presence of HgBS.",Finding,N/A,,,,,,,,,,,,,
856646ab-4920-4218-8c6a-ee1722af979d,,"AC","Presence of HgBA and HgBC but HgBA is dominant",Finding,N/A,,,,,,,,,,,,,
6f3713db-fefc-4981-a661-a49ff7a5ddae,,"FS","Presence of HgBA and HgBC but HgBA is dominant.",Finding,N/A,,,,,,,,,,,,,
790f70c0-0ff8-4d75-a949-c857a4672987,,"HGB ELECTROPHORESIS FINDING","Hemoglobin electrophoresis is a blood test that can detect different types of hemoglobin.[1] It uses the principles of gel electrophoresis to separate out the various types of hemoglobin and is a type of native gel electrophoresis. The test can detect abnormal levels of HbS, the form associated with sickle-cell disease, as well as other abnormal hemoglobin-related blood disorders, such as beta thalassaemia and hemoglobin C.",Question,Coded,f464720e-9f71-4143-b974-4f4151656504;ce5e1a2b-1ec8-4746-9041-025ac152c296;a0923828-fa8d-404e-9920-ea316eee86d2;856646ab-4920-4218-8c6a-ee1722af979d;6f3713db-fefc-4981-a661-a49ff7a5ddae,,,,,,,,,,,,
c0c9ef93-368c-4815-899f-c373a01a3817,,"HEMOGLOBIN WITH ELECTROPHORESIS","A hemoglobin electrophoresis test is a blood test done to check the different types of hemoglobin in the blood. Hemoglobin is the substance in red blood cells that carries oxygen.  The most common types of normal hemoglobin are: Hemoglobin F (fetal hemoglobin), Hemoglobin A, and Hemoglobin A2.",LabSet,N/A,,5c439bb4-4b25-4e3a-8e03-ce1c8f9c1f52;bc67ddf5-9aef-435e-8f03-7f817e4b98a6;c66b2f4c-87af-4de5-93a9-209141f167e4;14b96fb0-83ac-420d-8295-b72e0331f4e2;790f70c0-0ff8-4d75-a949-c857a4672987,,,,,,,,,,,
43108826-0255-4d67-b6bd-0adebeb7dec7,,"IMMUNOHISTOCHEMISTRY","Involves the process of selectively imaging antigens in cells of a tissue section by exploiting the principle of antibodies binding specifically to antigens in biological tissues.",Test,Numeric,,,,,,,0.0,,,,,False,
23da2409-b12c-4845-bb80-ca6a471aa2e8,,"KAPPA LIGHT CHAINS","One of two kinds of smaller peptide chains present in an immunoglobulin molecule.",Test,Numeric,,,,,,19.4,,,3.3,,,True,
48c6eb0f-5a6e-4b76-acf2-c0fa36635bfe,,"LAMBDA LIGHT CHAINS","One of two kinds of smaller polypeptide chains present in an immunoglobulin molecule.",Test,Numeric,,,,,,26.3,,,5.71,,,True,
a0ac0e50-3df8-4feb-a397-c483f7a7f4c6,,"LAMBDA/KAPPA RATIO","Measures the ratio of Kappa to lambda chains in the blood, this ratio shows a level of active myeloma",Test,Numeric,,,,,,1.65,,,0.26,,,True,
b291de55-3e98-4684-8eef-ddf1216f91b4,,"SERUM FREE LIGHT CHAIN TEST","Serum free light chain (SFLC) testing is ordered to help detect, diagnose, and monitor plasma cell disorders (dyscrasias), including multiple myeloma, primary amyloidosis, and related diseases or to monitor the effectiveness of treatment.Light chains are proteins produced by plasma cells.",LabSet,N/A,,23da2409-b12c-4845-bb80-ca6a471aa2e8;48c6eb0f-5a6e-4b76-acf2-c0fa36635bfe;a0ac0e50-3df8-4feb-a397-c483f7a7f4c6,,,,,,,,,,,
8df2da09-2ff9-4a9c-9ec8-a78cf141aa3f,,"URINE, ALPHA-1 GLOBULIN","High-density lipoprotein (HDL), the "good" type of cholesterol, is included in this fraction.",Test,Numeric,,,,,,,,,,g/L,,True,
5e86f307-6424-441c-8c69-72131fa27b0f,,"URINE, ALPHA-2 GLOBULIN","A protein called haptoglobin, that binds with hemoglobin, is included in the alpha-2 globulin fraction.",Test,Numeric,,,,,,,,,,g/L,,True,
a7927a28-f329-435b-a0d4-18ba1f54e01f,,"URINE, BETA GLOBULIN","Beta globulin proteins help carry substances, such as iron, through the bloodstream and help fight infection.",Test,Numeric,,,,,,,,,,g/L,,True,
f1161c47-dd9a-443a-a857-565dac63946f,,"URINE, GAMMA GLOBULIN","These proteins are also called antibodies. They help prevent and fight infection. Gamma globulins bind to foreign substances, such as bacteria or viruses, causing them to be destroyed by the immune system.",Test,Numeric,,,,,,,,,,g/L,,True,
a8981e66-1350-11df-a1f1-0026b9348838,,"URINARY ALBUMIN","Laboratory test for albumin in the urine.",Test,Numeric,,,,,,,,,,,,True,
d94918ee-97a1-4ee2-879d-b03c9710c5e6,,"URINE, M PROTEIN","A paraprotein is an immunoglobulin or immunoglobulin light-chain that is produced in excess by the clonal proliferation of plasma cells. Detection of paraproteins in the urine or blood is most often associated with benign MGUS (monoclonal gammopathy of undetermined significance), where they remain "silent", and multiple myeloma. An excess in the blood is known as paraproteinemia.",Test,Numeric,,,,,,,,,,g/L,,False,
9f88a23d-5039-46ad-891e-b0913a63ece6,,"URINE PROTEIN ELECTROPHORESIS, 24 HOURS","A urine protein electrophoresis is a test that estimates how much of certain proteins you have in your urine. A 24-hour collection test can be done to measures the amount of protein in your urine. ",Test,N/A,,8df2da09-2ff9-4a9c-9ec8-a78cf141aa3f;5e86f307-6424-441c-8c69-72131fa27b0f;a7927a28-f329-435b-a0d4-18ba1f54e01f;f1161c47-dd9a-443a-a857-565dac63946f;a8981e66-1350-11df-a1f1-0026b9348838;d94918ee-97a1-4ee2-879d-b03c9710c5e6,,,,,,,,,,,
a8981d8a-1350-11df-a1f1-0026b9348838,,"SERUM ALBUMIN","Laboratory test for measuring albumin levels in serum.",Test,Numeric,,,local: 848;MCL/CIEL: 848,300.0,,54.0,0.0,,28.0,g/L,,True,
4ab89dc6-d7bb-48cd-9c7f-95ba4f4991ce,,"SERUM, ALPHA-1 GLOBULIN","High-density lipoprotein (HDL), the "good" type of cholesterol, is included in this fraction.",Test,Numeric,,,,,,3.0,0.0,,1.0,g/L,,True,
d96ebe6d-fa84-4eb4-ab1e-af12060c3395,,"SERUM, ALPHA-2 GLOBULIN","A protein called haptoglobin, that binds with hemoglobin, is included in the alpha-2 globulin fraction.",Test,Numeric,,,,,,10.0,0.0,,6.0,g/L,,True,
3550ebc6-3ecd-4b36-87b3-4962c3ddfc2b,,"SERUM, BETA GLOBULIN","Beta globulin proteins help carry substances, such as iron, through the bloodstream and help fight infection.",Test,Numeric,,,,,,14.0,0.0,,7.0,g/L,,True,
843a2259-b9b3-47d1-adfc-dcb835834c73,,"SERUM, GAMMA GLOBULIN","These proteins are also called antibodies. They help prevent and fight infection. Gamma globulins bind to foreign substances, such as bacteria or viruses, causing them to be destroyed by the immune system.",Test,Numeric,,,,,,16.0,0.0,,7.0,g/L,,True,
4d92bcc4-02b1-48dd-b1de-08c5c5a17977,,"SERUM, M PROTEIN","A paraprotein is an immunoglobulin or immunoglobulin light-chain that is produced in excess by the clonal proliferation of plasma cells. Detection of paraproteins in the urine or blood is most often associated with benign MGUS (monoclonal gammopathy of undetermined significance), where they remain "silent", and multiple myeloma. An excess in the blood is known as paraproteinemia.",Test,Numeric,,,,,,,,,,g/L,,True,
3404ca43-2047-468a-83a3-b6648819bee7,,"SERUM PROTEIN ELECTROPHORESIS","Serum protein electrophoresis (SPEP) is a laboratory test that examines specific proteins in the blood called globulins. SPEP is used to identify patients with multiple myeloma and other serum protein disorders. Electrophoresis separates proteins based on their physical properties, and the subsets of these proteins are used in interpreting the results.",Test,N/A,,a8981d8a-1350-11df-a1f1-0026b9348838;4ab89dc6-d7bb-48cd-9c7f-95ba4f4991ce;d96ebe6d-fa84-4eb4-ab1e-af12060c3395;3550ebc6-3ecd-4b36-87b3-4962c3ddfc2b;843a2259-b9b3-47d1-adfc-dcb835834c73;4d92bcc4-02b1-48dd-b1de-08c5c5a17977,,,,,,,,,,,
